text,normalized_text,lable_x,result
AHHHH SIMS 3 PACKAGE SHOULD BE HERE WHEN I GET HOME OMGOMGOMG YAAAAAAY ,ahhhh sim  pack get hom omgomgomg yaaaaaay,0,1
"@epodcaster @joeruiz  I would comment here but I fear for my life.  Different strokes for different folks, that's all I know.",would com fear lif  diff strokes diff folk  al know ,0,1
@BabyMakinMachin I am with your there.  I am trying to hang but I am checking out in less than 30min.  ,yo ther  try hang check less min ,0,1
Back home  My R.S test was meh. Damn you Religion -_-,back hom rs test meh  damn relig _,0,1
just read all the NEW updates! but not all geesh why do I have to follow 55ppl whatever its funn ,read al new upd  not al geesh hav follow ppl whatev fun,0,1
Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! ,ok bed tim  wish not hav exam thursday otherw would go around harass peopl vot  lol  night guy ,0,1
where did @KayKay_SODMG go.?? i want pics babes.!  l0l,wher go   want pic babes  ll,0,1
Weather is nice! Then WHY am I about to fall asleep! ,weath nic  fal asleep ,1,0
@IvankaTrump Beta complex is project stargate! Lol here is your own little place to enjoy yourself Samuel Alan Tate! SAMAEL zone!!! Lol ^.^ human imagination come true make sure it is good!  https://youtu.be/sMIJI_ggM_g  Pride-shame-ego depression! The gas man is a harbinger of peace!,bet complex project starg  lol yo littl plac enjoy samuel al tat  samael zon    lol ^^ hum imagin com tru mak sur good  prideshameego depress  gas man harb peac ,1,0
"damn time flys by too quickly.feels like the day slipped away, and all i did toady was play  made a castle then lily knocked it down.BULLY",damn tim fly quicklyfeels lik day slip away  al toady play mad castl lily knock downbully,0,1
@ryantaylor Woo buffet is a scary thought. A single serving of me seems more than most can handle. ,woo buffet scary thought  singl serv seem mor handl ,0,1
morning tweeps  phoned work and changed shift to back shift 2day still a lil ill,morn tweep phon work chang shift back shift day stil lil il,0,1
manipulating strings of the c# type ,manip string c  typ,1,0
@Lisa_Veronica Lucky! I want to be in London ,lucky  want london,0,1
Emma just popped the balloon she got at Red Robin on Sunday. ,emm pop balloon got red robin sunday ,1,0
@Jaynecollinsmac I can't believe I missed saying 'hello' to you in Glasgow!  Were you 'flipping' in the M&amp;G Room? Omar xxx,not believ miss say  hello  glasgow  wer  flipping  amp amp  g room  om xxx,1,0
Finally get to lay down. Don't want to go to ventura tomorrow  i love my birthday girl Krysta &lt;3,fin get lay  not want go ventur tomorrow lov birthday girl kryst amp lt  ,1,0
"@AMIdesigns It's very hard but well, we spent quality time together. Someone told my mum her kids live so close but they hardly see them ",hard wel  spent qual tim togeth  someon told mum kid liv clos hard see,0,1
Zan el air-conditioner ,zan el aircondition,0,1
"the weather sucks...made plans for todays afternoon but as it seems, they're wanished...gonna dress up and get a coffe ",weath suck  mad plan today afternoon seem  ar wan  gon na dress get coff,0,1
is wondering why people care what he is doing in the first place ,wond peopl car first plac,0,1
@musicsinmyveins is actually a fitted sheet on a futon ,act fit sheet futon,0,1
@Hipchick999  awwwwww ,awwwwww,0,1
@yvonneisyvonne Curiousity killed the cat. ,cury kil cat ,0,1
DISNEY WORLDDD! I'll be back on Fridayy!  I'll miss you all very much,disney worldd  wil back fridayy  wil miss al much,0,1
"@mollywood Yeah, they still do that  What is it with Apple and downloading a new build every time?",yeah  stil appl download new build every tim ,1,0
"@black_impala Sorry, I didn't mean to bitch at you. ",sorry  not mean bitch ,1,0
"Crazy hot out and I am getting ready to board my favorite ride, Splash Mountain! Fast Passes rock btw ",crazy hot get ready board favorit rid  splash mountain  fast pass rock btw,0,1
hmmm ... Twitter no update facebook ,hmmm  twit no upd facebook,1,0
@wattdouglas we can't afford to go to the states twice a year   We already went for GDC so we are letting Sony do their job this time,not afford go stat twic year already went gdc ar let sony job thi tim,0,1
"@Daedelus76 Yes, the account owner of our Dev team forgot to put my device on the list, so it's useless until he does ",ye  account dev team forgot put dev list  useless doe,1,0
@MissBliss78 LOL okay ,lol okay,1,0
Finally sunny and 78 in Happy Valley and where am I? Stuck indoors in front of a computer.  Wa-waaaaa.,fin sunny  happy valley wher  stuck indo front comput  wawaaaa ,1,0
everything just went on paid orgramming mode  goin to bed.,everyth went paid orgram mod goin bed ,1,0
@PinkBerryGirl No activity outdoor activity scheduled today. sigh ,no act outdo act scheduled today  sigh,0,1
Off to wonderful work... be back after 3am  !,wond work  back aft am ,1,0
@AlissaNicolee yeeeeah! Ill show u tomato but hannah thinks someones gna have it  oh welll,yeeeeah  il show u tomato hannah think someon gna hav oh well,1,0
Th? 7 cï¿½c em xinh ??p r? ?i ch?i nh?ng ng?i v? l?i thï¿½i ,th   c  c em xinh   p r   ch  nh  ng ng  v  l  th  i,0,1
@thisgoeshere nope..i think i didn't sleep at  all..maybe 4 hours ,nope  think not sleep  maybe  hour,0,1
"@211me Are u friggin' kidding me Pope Facinelli won?  This is da headline I wake up 2. Innovative technological media my azz, useful NOT",ar u friggin  kid pop facinell  thi da headlin wak  innov technolog med azz  us not,1,0
Doing school for a couple hours  American Idol sure took alot outta me last night! I love you Danny Gokey &lt;3,school coupl hour idol sur took alot outt last night  lov danny gokey amp lt  ,0,1
is revising ,rev,0,1
there is nothing fun about working in a supermarket  -_-  i start at 2.30 super sad face   ,ther noth fun work supermarket _ start  sup sad fac,0,1
Why do I always have so much to do? Just not enough hours in the day...and the beat goes on...  ,alway hav much  not enough hour day  beat goe ,0,1
@Dublins98Dave hysterical ,hyst,0,1
Hey zack too bad traceys numbers blocked but good one  u crack me up! Ur the one that can't confront the person you have a problem with,hey zack bad tracey numb block good u crack  ur not confront person hav problem,0,1
"@_doozie hehe ard whore it aint bout shit  Germ You Is, Germ You Be, Yu A Fuckin Germ, So Stop Writing Mee ",heh ard whor aint bout shit germ  germ  yu fuckin germ  stop writ mee,0,1
@Lauratheexpat I got &quot;gatvol&quot; of work and went gardening. Back now with soil under my fingernails ,got amp quot  gatvol amp quot  work went gard  back soil und fingernail,0,1
@coachbear Sounds noice ,sound noic,0,1
im pretty fer positive I close with the asshole ,im pretty fer posit clos asshol,1,0
got done with the mothers day cookout.. everyone is leaving   we all had fun though!,got moth day cookout  everyon leav al fun though ,0,1
@_constantstatic i like babies better  (although i like shows/books about crime),lik baby bet  although lik showsbook crim ,1,0
"Getting ready for Fathers Day.Found the card n presents.Going to the casino buffet,tons of food and even more Cigarette Smoke ",get ready fath dayfound card n presentsgoing casino buffet  ton food ev mor cigaret smok,1,0
@HarrisonTodd Tom Bailey did in our PE exam ,tom bailey pe exam,0,1
"@brittanytastic it used to be fun now its just an excuse to bitch and hate, like every other forum ",us fun excus bitch hat  lik every oth,1,0
@jayyyr only just saw your reply! i am useless at twittering  newcastle did break us but excited 2 go bk next yr!!,saw yo reply  useless twit newcastl break u excit  go bk next yr  ,1,0
I have an extra ticket to see @neilhimself on Monday. Who wants it? $15. (Or highest bidder above that.  ),hav extr ticket see monday  want      highest bid abov  ,0,1
drinking a delicious spice chai latte and watching jon and kate plus 8 get a divorce ,drink delicy spic cha lat watch jon kat plu  get divorc,1,0
"@sweetbabyliebs But wait, the weekend isn't over. We still have tomorrow. ",wait  weekend not ov  stil hav tomorrow ,0,1
celebrating Gideon's mom's bday later  miss her. havent seen her for 2 weeks! and i miss Gideon so much!,celebr gideon  mom  bday lat miss  hav seen  week  miss gideon much ,0,1
http://twitpic.com/4wkzi - before prom. this is when all the chaos began , bef prom  thi al chao beg,0,1
@AbbyRo Speaking of blogs...been to yours lately? I finally got it redirected. I'm sorry if that zapped your blog mojo. ,speak blog  yo lat  fin got redirect  sorry zap yo blog mojo ,1,0
is everyone sick at the moment well im glad im not lol ,everyon sick mom wel im glad im not lol,0,1
@reebok89 is a hater. what happened to brotherly love.... ,hat  hap broth lov  ,1,0
"@MusicIsHealthy   poor you. in the morning there were a few guys ringing at my door, who wanted to read in the BIBLE o.O i said i'm not ..",poor  morn ther wer guy ring door  want read bibl oo said not ,0,1
"@DanielleNicole_ oh, the other geek squad. ",oh  oth geek squad ,1,0
May ppl please exhibit kindness when dealing with those suffering from mental health issues. It is not their fault. So plz Be Kind ,may ppl pleas exhibit kind deal thos suff ment heal issu  not fault  plz kind,0,1
heyy!! jst got done watchingg UP! sickestt movie everr!!  gonna go to TOKYPO WAKO! ,heyy   jst got watching  sickest movy ever   gon na go tokypo wako ,0,1
going to LA tonight yay !  finally missing coffee bean   i love you my town.,going la tonight yay  fin miss coff bean lov town ,1,0
@beezobabii sorry  hope things get better soon,sorry hop thing get bet soon,1,0
"@bobbyllew Uninterrupted power supply probably wouldn't help, unless you had the kids on standby cycle dynamo power ",uninterrupt pow supply prob would not help  unless kid standby cyc dynamo pow,0,1
is apparently looking for a new bridesmaid.. 15 weeks b4 my wedding ,app look new bridesmaid   week b wed,1,0
loves her crybaby ,lov crybaby,0,1
"@gato_anesama What's mean? Did I hurt your feelings?  I'm sure your situation will get better, as mine hopefully will. ",mean  hurt yo feel  sur yo situ wil get bet  min hop wil ,1,0
@dieverdog I got the same two hits. the phone must have needed to reset or something. ,got sam two hit  phon must hav nee reset someth ,0,1
@jonasbrothers why didnt jessie james take a picture with kevins phone? ,didnt jessy jam tak pict kevin phon ,1,0
"@lowkeyriez @kidcalloway mayb i cnt count, but......thats def 6 names...i cud b mistakin tho! ",mayb cnt count    def  nam  cud b mistakin tho ,0,1
"My words have escaped me tonight, but my oddness will never....http://twitpic.com/4e1nk  ",word hav escap tonight  od wil nev  ,0,1
@RevRunWisdom yes!!!  Sending this to my middle school daughter and friends. MS girls can be so mean sometimes!!  To each other.... ,ye    send thi middl school daught friend  girl mean sometim   oth  ,1,0
"wheat-free, sugar-free, dairy-free, chocolate-free, peanut-free,tomoato-free,soy-free for the next 5 months... this should be fun ",wheatfree  sugarfree  dairyfree  chocolatefr  peanutfree  tomoatofree  soyfree next  mon  thi fun,1,0
  thank you ya  @ranoona ! I thought  you understood me ,thank ya  thought understood,1,0
@theB3 I pitty the fool that would try it ,pitty fool would try,0,1
Back at school. 3 days 'til finals ,back school   day  til fin,1,0
"Aw, my mom started balling her eyes out when she was working lines with me...she thinks it's sad...wait til she sees the actual show. ",aw  mom start bal ey work lin  think sad  wait til see act show ,0,1
@megspptc yup  think they only did the vols for the first few shows so far tho!,yup think vol first show far tho ,0,1
At the Omega Psi Psi Mardi Gras dance..going deaf ,omeg psi psi mard gra dance  going deaf,0,1
@maaaarit enjoy the sun  i think i will go out soon too! well i have to; my dog needs to go lol,enjoy sun think wil go soon  wel hav  dog nee go lol,0,1
Outside watching Coal&amp;Lily play their fav game: burrow-under-the-picnic-blanket. Rex hasn't quite figured it out yet tho ,outsid watch coal amp amp  lily play fav gam  burrowunderthepicnicblanket  rex not quit fig yet tho,0,1
"@bunnylake baha It is my new favourite thing, perfectamondo pour le weather, I was hoping no one would notice ",bah new favourit thing  perfectamondo pour le weath  wa hop no would not,1,0
says walang collection..  http://plurk.com/p/xqfwj,say walang collection ,1,0
"@jmliss yeah I know  but hubby has taken it with him to Argentina, but I have a new Papaw balm my sister sent me from Aus to try out on it",yeah know hubby ha tak argentin  hav new papaw balm sist sent au try,1,0
just got home from my erollment  and i hate my pe!!!!,got hom erol hat pe    ,0,1
@anthonyamor hey anthony i hope you wore the apron haha. we couldnt wait for the guys last night we got kicked out  left the nfg tour now,hey anthony hop wor apron hah  couldnt wait guy last night got kick left nfg tour,1,0
Hey @nyycarl07 !!  I DO attend BaseBall games....huge fan of @KnightsBaseball and @DurhamBulls..Not sure if we R going 2night ,hey   attend basebal gam  huge fan sur r going night,0,1
Mamma Mia. Egypt beats Italy ,mamm mia  egypt beat ita,1,0
@bharathy_99 Not too sure.. Hab coth a bath colth.. ,not sure  hab coth bath colth ,1,0
"@theplatemarket Teeny Red Spiders? - We've had bees, which I dont' mind as much as wasps. To quote Tommy Saxondale: &quot;Wasps are bastards&quot; ",teeny red spid   hav bee  dont  mind much wasp  quot tommy saxond  amp quot  wasp ar bastard amp quot ,0,1
@Pandabeara well wooptie de doo - chips and soda is $$$$ too    Junkfood junkie,wel woopty de doo  chip sod     junkfood junky,0,1
@lannyANH fa shooooooo lanny. twitter party. remember our pho parties? ,fa shooooooo lanny  twit party  rememb pho party ,1,0
@princessdreana nah.  i'll wait.,nah  wil wait ,1,0
"&amp; im in major need of new cookware, dinnerware.. basically im a sucky housewife in the making ",amp amp  im maj nee new cookw  dinnerware  bas im sucky housew mak,0,1
CCSU Vball Schedule came out today. Cool.  Made some progress on my site cleanup as well. So much to do. ,ccsu vbal schedule cam today  cool  mad som progress sit cleanup wel  much ,1,0
"@RiniGrandViper I'm sorry you had a bad day.  Things will get better, though! Promise!",sorry bad day  thing wil get bet  though  prom ,1,0
"Twitters it brings a chill down my spine just to think I have to sign out, good night all  But I'll be back at 7am tomorrow xoxo.",twit bring chil spin think hav sign  good night al wil back am tomorrow xoxo ,1,0
young jesus concert tonight and then babysitting from 8:30 am to 11:30 pm. i'm guessing i'll have no energy for the next week ,young jes concert tonight babysit       pm  guess wil hav no energy next week,0,1
@souljaboytellem &amp;&amp; @drakkardnoir bish'd B-More when they didn't put us ont he itinerary for the America's Most Wanted Music Festival ,amp amp  amp amp  bish  bmore not put u ont itin americ  want mus fest,1,0
@SephoraJunkie awww for sure Canada misses you too! ,awww sur canad miss ,0,1
@shanedawson I like the part where Muffins starts talking to you in your new vid but I couldn't think of anything random to say ,lik part wher muffin start talk yo new vid could not think anyth random say,1,0
&quot;It's amazing what you can hide...Just by putting on a smile...&quot; ,amp quot  amaz hid  put smil  amp quot ,1,0
@verbomania Nice. I lost a couple of 'prized' followers and I was actually quite gutted. How sad is that? Probably the drunken shouting ,nic  lost coupl  prized  follow act quit gut  sad  prob drunk shout,0,1
"@a__guy I don't want to watch the movie until I've finished the book  I don't want to ruin the ending, you know ;)",not want watch movy hav fin book not want ruin end  know  ,0,1
Eatin. Mk hungry   (like a cop car),eatin  mk hungry  lik cop car ,0,1
woke up early  helluh tiredd. text it(:,wok ear helluh tired  text  ,1,0
@tobiefysh I really haven't got the hang of these hash tags have I? ,real hav not got hang thes hash tag hav ,1,0
Watching Ace of Cakes: LOST edition omfgggg ,watch ac cak  lost edit omfggg,0,1
@KaddieCullen  I KNEW that was gunna happen!   I hope Rob will sign and take pics sometime soon! after all the psychos are gone ,knew wa gunn hap  hop rob wil sign tak pic sometim soon  aft al psycho ar gon,1,0
@monysee fuck all  hahahah. pitt is so last year,fuck al hahahah  pit last year,0,1
"Ok, today is officially moving day! Wish me luck, and i hope I can find Lexi a home ",ok  today mov day  wish luck  hop find lex hom,1,0
"@natalietran we are, it's only 7 in california ",ar   californ,0,1
allez dodo !! demain boulot ! ,allez dodo   demain boulot ,1,0
amazing day today! car show with daddy and falling to sleep with my dog  also watering plants with mummy in garden! media exam tomorrow x,amaz day today  car show daddy fal sleep dog also wat plant mummy gard  med exam tomorrow x,0,1
doing some stuff around the house- maybe packing some for Disney... probably not.. I'm such a procrastinator ,som stuff around house mayb pack som disney  prob not  procrastin,0,1
"@feliciathena kalo pascha, or however you spell it - sorry ",kalo pasch  howev spel  sorry,0,1
GRRR buggs :@..i love the summer buh i hate the bllody insects that come with it  !!!!,grrr bug  lov sum buh hat bllody insect com    ,1,0
@da_gurl_cece what up? ,,0,1
doesn't ever want to grow up. ,doe not ev want grow ,0,1
"@ScottBourne that's like $1 per follower!! Amazing, and to think I just started following you this year, ",lik   per follow   amaz  think start follow thi year ,1,0
delam gerye mikhad  dige hese gerye ham nis ... ajib shodam cheghad :-&lt;,delam gery mikhad dig hes gery ham ni  ajib shodam cheghad   amp lt ,1,0
;o went paddle boating today . xD ... haha. but didnt get anywhere .. , went paddl boat today  xd  hah  didnt get anywh ,1,0
"is weary again but needs to nuke the ironing pile, for it is nearly time for @MegFitz's birthday dinner! ",weary nee nuk iron pil  near tim birthday din ,0,1
"@SFARRMemphis is Jasper still with you guys? are they looking at the two together, would be a shame to break them up ",jasp stil guy  ar look two togeth  would sham break,1,0
"Grr, can't get on the cp til 7! Has Paula tweeted since her home sweet home tweet? If ro, could some1 plz dm it 2 me? ",grr  not get cp til   paul tweet sint hom sweet hom tweet  ro  could some plz dm  ,0,1
@sassykai soo it looks like I'm gonna be visiting la soon since it didn't work out ,soo look lik gon na visit la soon sint not work,1,0
he has become like another son to me... I predict a bawl fest happening in about an hour ,ha becom lik anoth son  predict bawl fest hap hour,1,0
@boggsout ty  I am 28,ty ,0,1
@iCoopers You tease  But thank you ,teas thank,1,0
@WheresTasha Hope everything is ok ,hop everyth ok,1,0
graduation... ,gradu ,1,0
"Home from work, really dead tonight which was great  also beat my flight control score by 1, now 85  Now to chill and watch family guy.",hom work  real dead tonight gre also beat flight control scor    chil watch famy guy ,0,1
@Dramvicy Train home was long and relaxin like always! How's Boston without me? ,train hom long relaxin lik alway  boston without ,0,1
"A draft project with a strong idea. Perspective Startup - @traxiontoken Click here Join #TraXionICO at   https://traxion.Tech/  #TraXion envisions truthfulness, accountability, and transparency during depression in any community.",draft project strong ide  perspect startup  click join  traxionico  tract envid truth  account  transp dur depress commun ,1,0
@wizzlewolf Oops--think you were talking about artshow! I have to get going on that too. The bio and statement-trying to shorten-tricky ,oop  think wer talk artshow  hav get going  bio statementtrying shortentricky,0,1
@gashiya  the 3 of us r here for u always xox, u r u alway xox,1,0
i'm definately like this weather ,defin lik thi weath,0,1
Kerri hates me.  She's got me twice today with her practical jokes...where did the love go?  Just kidding.  ,kerr hat  got twic today pract jok  wher lov go  kid ,0,1
Can't believe Yazmina won Kate so deserved to win  Kate and Philip do make a cute couple,not believ yazmin kat deserv win kat philip mak cut coupl,1,0
@ChrisReg yeah man im dissapointed tho ,yeah man im dissapoint tho,1,0
"Gotta get ready to run to post office, to the store, and going to OB appt. with daughter today having another sonogram.... ",got ta get ready run post  stor  going ob appt  daught today hav anoth sonogram  ,0,1
@joshtastic1 doesn't look too blue from here though ,doe not look blu though,1,0
Another rainy day. Should post Riga pics but I feel lazy. Maybe tomorrow. ,anoth rainy day  post rig pic feel lazy  mayb tomorrow ,0,1
@stripysocks123  hiya! I know how you feel  What you up to?,hiy  know feel ,1,0
"@tprncss yeah, me too! where is he?  and conan in LA is a little weird, he belongs in new york. i'll cope though.",yeah   wher  con la littl weird  belong new york  wil cop though ,1,0
@B81Martin I only met him once  Super cool guy,met ont sup cool guy,0,1
important      steve and danz's arrival in glasgow has been delayed for those interested ,import stev danz  ar glasgow delay thos interest,0,1
@UrbanDecay411 : UD 24/7 concealer pencil to brighten the eyes and take away shameful evidence of the previous night ,ud  cont pencil bright ey tak away sham evid prevy night,0,1
@beauevans you already are becoming too famous for me!!!    u take like 5 years to reply!!!! Soooooo when are we going to Menchies???,already ar becom fam    u tak lik  year reply     soooooo ar going menchy   ,1,0
just had a shower now watchin sum crap on tv ,show watchin sum crap tv,1,0
@DeckEnt goood luck on that one cause it as fairly early when i talked to him and i am pretty sure he was on already so...HANGOVER!!!! ,goood luck caus fair ear talk pretty sur wa already  hangov    ,1,0
@xiape copy &amp; paste fuck cunt tosser piss flap a 10000000000 times !!!! ,cop amp amp  past fuck cunt toss piss flap  tim    ,0,1
@ShannaPace im not a trance person...i saw tiesto with a friend who was obsessed. dont remember that much of the show ,im not trant person  saw tiesto friend wa obsess  dont rememb much show,1,0
counting down to the end of the work wk!! ,count end work wk  ,0,1
Cola.  It's gonna be a long night.,col  gon na long night ,0,1
"There, new modded cable modem ordered to replace our old failing non modded one ",ther  new mod cabl modem ord replac old fail non mod,0,1
"@Tyrese4ReaL SEXY DARK CHOCOLATE, I LIKES A LOT! ;) LOL! I'M SO BAD, SORRY PAPASITO, BUT U R SO SEXY!  MUCH LOVE 4 U 4M ME.",sexy dark chocol  lik lot    lol  bad  sorry papasito  u r sexy  much lov  u m ,0,1
Note to self: stop gawping at you tube and get out of bed you lazy so and so! Ok. Getting up now. ,not self  stop gawp tub get bed lazy  ok get ,1,0
@motorbot re: sinuses  hope u feel better soon. Hey! You're on the Daily What today! huzzah! you RULE!, sin hop u feel bet soon  hey  ar dai today  huzzah  rul ,1,0
@Drmichaelgee oh. Right. Well i hope agent pierce feels better ,oh  right  wel hop ag pierc feel bet,0,1
owwwwwww damn my brother smacked my back and i have a slight sun burn on my back lets jsut say i got even i smacked him in the face ,owwwwwww damn broth smack back hav slight sun burn back let jsut say got ev smack fac,0,1
too lazy to go to work... ,lazy go work ,0,1
@mmassinger: @Kr15How3ll i too dream of that day ,dream day,0,1
Lying in bed  wondering what my cat is looking at lol X,lying bed wond cat look lol x,0,1
Just landed in l.a. The airport in denver to my spray hair spray piercing wash lotion and face wash ,land la airport denv spray hair spray pierc wash lot fac wash,1,0
"@TheRock  You are brilliant, love your compassion  and humor and class, an awesome role model especially for children and young adults.  So happy to see you being so forthright about your mom and your mental health challenges. One request please, go deeper into your  depression",ar bril  lov yo compass hum class  awesom rol model espec childr young adult  happy see forthright yo mom yo ment heal challeng  request pleas  go deep yo depress,1,0
"@howeezy hmmm got my back, huh. wheres the love, wheres the support ",hmmm got back  huh  wher lov  wher support,1,0
"@eliiiiza Awww  I hope she did (I wasn't watching, but you said she was nice)",awww hop  wa not watch  said wa nic ,1,0
@ddlovato  you still cant sleep?? btw i love ur music and style and ur so pretty ,stil cant sleep   btw lov ur mus styl ur pretty,1,0
Whoah! I just saved a ton of money on my car insurance by switching to Geico! ,whoah  sav ton money car ins switch geico ,0,1
"Lovin' my new car.. Actually looking forward to the  ~7 hour drive tomorrow.. All I need is 3G/HSDPA, Spotify and  lot's of Red Bull.. ",lovin  new car  act look forward  hour driv tomorrow  al nee ghsdpa  spot lot  red bull ,0,1
@19fischi75 holy cow! then pls be careful hun! take no risks! ,holy cow  pls car hun  tak no risk ,1,0
@toesha yeah that does deserve a  face,yeah doe deserv fac,1,0
it's been a while-i'm back! studying ,whilei back  study,1,0
@ECMODSHOW I will check with our UK office to see if anyone will be there. I am actually in our New York office. ,wil check uk see anyon wil ther  act new york ,0,1
Just checked in my bags! $100 ,check bag   ,1,0
shares That didn't work! humm?  http://leathermadenice.etsy.com (let's try that again. )    http://plurk.com/p/y652d,shar not work  hum   let u try  ,1,0
going to get a haircut ,going get haircut,0,1
@nour5 noooooooor school is OVER...U can't imagine how much i'm happy 2 hear from U that U done well    god bless U,nooooooo school ov  u not imagin much happy  hear u u wel god bless u,0,1
@BlackDeezull becuz ur tryin to be like me ,becuz ur tryin lik,0,1
"@JonathanAB Morning Jono  Crikey, that sounds dreadful!",morn jono crikey  sound dread ,0,1
well this is crazy. it is now 7:21 and im kinda tired! wtf? ,wel thi crazy     im kind tir  wtf ,0,1
@AdotMdot hey.... I actually liked wolverine... ,hey   act lik wolverin ,1,0
Sitting next to @shotgun_sinners in double history ,sit next doubl hist,1,0
sooo much fun!! i have a tournament tomorrow really early in the morning ,sooo much fun   hav tourna tomorrow real ear morn,1,0
@mixiebug I'm lying on a rock by the river. Where are you? ,lying rock riv  wher ar ,0,1
@MissRedGirl  Is it half term next week? xx,half term next week  xx,1,0
@Relucs Perhaps its a gmail glitch then that will get fixed ,perhap gmail glitch wil get fix,1,0
@KatieCorless BOLLOCKS. I would of loved to.  When are you next babysitting her? x,bollock  would lov  ar next babysit  x,1,0
@Barron00 @KittenRescue @petwebdesigner @Kat5Rescue @BrewskieButt @MrScrubby @BuddyThePuggy ty luvies ,ty luvy,0,1
-settles for cold water with pink lemonade powder stuff- ,settles cold wat pink lemonad powd stuff,1,0
I need bacon ,nee bacon,0,1
@botdfmusic ,,1,0
Up on a Saturday and off to chemistry lessons with my tutor ,saturday chem lesson tut,1,0
@megatron122&gt;&gt;&gt;&gt;&gt;MEGAN the feather was in my boobssss.  haha,feath wa boob  hah,1,0
drinking cordial  yes im bored,drink cord ye im bor,0,1
"Sorrx guys, i gotta one track mind...if you didn't know already ",sorrx guy  got ta track mind  not know already,0,1
Wow - this is a strange day. Even my twitter app on the new Pre is being weird. That's a Monday for ya!  ,wow  thi strange day  ev twit ap new pre weird  monday ya ,0,1
@ufo_guy ah yes...that was it i only tried to follow because i cant.  so i guess #ff me. ,ah ye  wa tri follow becaus cant  guess  ff ,1,0
ok shopping was far too fun ~ unpacking the bags now ,ok shop far fun  unpack bag,0,1
"@SaikoSakura well, now that i got the speaker thing fixed for now, nobody seems to be able to hear me ",wel  got speak thing fix  nobody seem abl hear,1,0
@_AlexaJordan  *cuddles*  Did someone not get the right permits or something???,cuddles someon not get right permit someth   ,1,0
@KimBerry29 special K sounds great right about now! My last meal was at lunch with you @ open sesame! ,spec k sound gre right  last meal wa lunch op sesam ,1,0
Showerin with no dangly parts... ,showerin no dang part ,1,0
Will be back when I think everyone is up ,wil back think everyon,1,0
"stuck with each other - Shontelle ft. Akon.  oh where are you, my Luke Brandon? la la laaaaaa. ",stuck oth  shontel ft akon  oh wher ar  luk brandon  la la laaaaa ,0,1
tennis washed out this morning.. study study.. shopping spree at DFO  then back to study study study.. blahhhhh,ten wash thi morning  study study  shop spree dfo back study study study  blahhhhh,0,1
"I'm so sleepy, what a day to just lay in bed. ",sleepy  day lay bed ,0,1
"Yesterday couldn't decide what #outrageous thing to &quot;do&quot;, so I did nothing. Yep, all day. Slept &amp; put &quot;accomplishing&quot; on hold -  try it! ",yesterday could not decid  thing amp quot  amp quot   noth  yep  al day  slept amp amp  put amp quot  accompl amp quot  hold  try ,0,1
@nbwulf I was going to say fertilizer for the back yard but..... ,going say fertil back yard  ,0,1
doesn't care either way.  #croukrainegame,doe not car eith way   croukrainegam,0,1
Tuesday...the 09 ex250 is MINE ,tuesday   ex min,0,1
@missyjule I feel your pain...already there!! ,feel yo pain  already ther  ,1,0
@supersluggish thanks babe!  i've been watching the HBO 24/7 episodes but not the actual fight.,thank bab  hav watch hbo  episod not act fight ,0,1
is really hungry  lol,real hungry lol,0,1
@ninacruz927 @sandrapena @antdog ...soooo you are saying she had fair warning...hey...times are tuff , soooo ar say fair warn  hey  tim ar tuff,0,1
@ArsenalSarah I'll be out there tomorrow! Catching up on indoor stuff today! ,wil ther tomorrow  catch indo stuff today ,1,0
@willow0818 no its not true. he would have said something. wait until he says something!  how are you?? xxx,no not tru  would hav said someth  wait say someth  ar   xxx,0,1
@CemG2rockg u got mail ,u got mail,0,1
